"experiment","subject","response","ground_truth","trial","sequence","streak","repetition"
"Exp2b",518,"point",40,5,"[0,0,1,1,1,0,1,1]",2,0
"Exp2b",518,"point",40,6,"[1,1,1,0,1,1,0,1]",1,0
"Exp2b",518,"point",40,7,"[1,0,0,0,0,1,0,1]",1,0
"Exp2b",518,"point",40,8,"[1,0,0,1,1,0,0,1]",1,0
"Exp2b",518,"point",40,9,"[1,0,0,0,0,0,0,1]",1,0
"Exp2b",518,"point",40,10,"[1,0,1,0,0,0,0,1]",1,100
"Exp2b",518,"point",40,11,"[1,1,1,1,0,1,0,1]",1,0
"Exp2b",518,"point",40,12,"[0,0,1,0,0,0,0,1]",1,0
"Exp2b",518,"point",40,13,"[0,1,1,0,0,1,1,1]",3,0
"Exp2b",518,"point",60,14,"[0,1,0,0,0,0,0,0]",6,100
"Exp2b",518,"point",60,15,"[1,0,1,0,0,0,0,0]",5,0
"Exp2b",518,"point",40,16,"[1,1,0,0,1,0,1,1]",2,0
"Exp2b",518,"point",60,17,"[0,1,1,1,0,1,1,0]",1,100
"Exp2b",518,"point",40,18,"[0,0,1,0,0,0,1,1]",2,0
"Exp2b",519,"point",60,1,"[0,1,1,1,0,0,0,0]",4,0
"Exp2b",519,"point",60,2,"[1,0,0,1,0,0,0,0]",4,0
"Exp2b",519,"point",60,3,"[0,0,1,1,0,0,0,0]",4,0
"Exp2b",519,"point",40,4,"[0,1,1,1,0,0,1,1]",2,0
"Exp2b",519,"point",40,5,"[0,0,0,1,0,1,0,1]",1,100
"Exp2b",519,"point",60,6,"[0,0,0,0,0,0,1,0]",1,0
"Exp2b",519,"point",60,7,"[0,0,0,0,1,0,0,0]",3,0
"Exp2b",519,"point",40,8,"[1,1,1,0,1,1,1,1]",4,0
"Exp2b",519,"point",60,9,"[0,1,0,0,0,0,0,0]",6,0
"Exp2b",519,"point",60,10,"[1,1,0,0,0,0,0,0]",6,0
"Exp2b",519,"point",60,11,"[1,1,1,1,0,1,0,0]",2,0
"Exp2b",519,"point",40,12,"[0,0,0,0,0,1,0,1]",1,100
"Exp2b",519,"point",60,13,"[0,0,0,1,0,1,1,0]",1,0
"Exp2b",519,"point",40,14,"[1,1,0,1,0,0,0,1]",1,0
"Exp2b",519,"point",40,15,"[0,1,0,0,0,0,0,1]",1,100
"Exp2b",519,"point",60,16,"[0,1,0,0,1,0,1,0]",1,100
"Exp2b",519,"point",40,17,"[0,0,0,1,0,0,1,1]",2,0
"Exp2b",519,"point",60,18,"[0,0,1,1,0,0,0,0]",4,0
"Exp2b",520,"point",60,1,"[1,1,1,0,0,1,1,1]",3,0
"Exp2b",520,"point",40,2,"[0,1,1,1,1,0,0,0]",3,0
"Exp2b",520,"point",60,3,"[1,1,0,1,0,0,1,1]",2,0
"Exp2b",520,"point",60,4,"[0,1,1,1,0,0,0,1]",1,100
"Exp2b",520,"point",40,5,"[1,1,0,0,0,1,1,0]",1,100
"Exp2b",520,"point",60,6,"[1,1,1,1,1,1,0,1]",1,0
"Exp2b",520,"point",40,7,"[1,1,1,1,1,0,0,0]",3,0
"Exp2b",520,"point",40,8,"[1,1,1,1,1,0,0,0]",3,0
"Exp2b",520,"point",60,9,"[1,1,0,1,0,0,1,1]",2,0
"Exp2b",520,"point",40,10,"[0,0,1,1,0,1,0,0]",2,100
"Exp2b",520,"point",40,11,"[1,1,0,1,0,0,1,0]",1,0
"Exp2b",520,"point",60,12,"[0,1,0,0,1,0,0,1]",1,0
"Exp2b",520,"point",60,13,"[1,0,0,0,1,1,1,1]",4,0
"Exp2b",520,"point",60,14,"[1,1,1,1,1,1,1,1]",8,0
"Exp2b",520,"point",40,15,"[0,1,1,1,1,1,1,0]",1,100
"Exp2b",520,"point",60,16,"[0,0,0,1,1,0,0,1]",1,100
"Exp2b",520,"point",60,17,"[1,1,0,1,1,1,1,1]",5,0
"Exp2b",520,"point",40,18,"[0,0,1,0,0,0,1,0]",1,0
"Exp2b",521,"point",60,1,"[1,1,1,1,1,1,0,1]",1,0
"Exp2b",521,"point",60,2,"[0,1,0,1,1,0,1,1]",2,0
"Exp2b",521,"point",40,3,"[0,1,0,1,0,1,0,0]",2,0
"Exp2b",521,"point",60,4,"[0,1,1,1,1,1,1,1]",7,0
"Exp2b",521,"point",60,5,"[1,1,1,1,0,0,0,1]",1,100
"Exp2b",521,"point",60,6,"[1,1,1,0,1,1,1,1]",4,0
"Exp2b",521,"point",40,7,"[0,0,0,0,1,1,1,0]",1,0
"Exp2b",521,"point",40,8,"[1,0,1,1,0,0,0,0]",4,0
"Exp2b",521,"point",60,9,"[1,1,0,0,0,1,0,1]",1,100
"Exp2b",521,"point",60,10,"[0,0,0,1,1,0,0,1]",1,100
"Exp2b",521,"point",60,11,"[0,1,1,0,1,1,0,1]",1,0
"Exp2b",521,"point",40,12,"[1,1,0,1,1,0,1,0]",1,0
"Exp2b",521,"point",60,13,"[1,0,1,0,0,0,0,1]",1,100
"Exp2b",521,"point",60,14,"[1,0,1,0,0,0,0,1]",1,100
"Exp2b",521,"point",40,15,"[0,1,1,0,1,0,1,0]",1,0
"Exp2b",521,"point",40,16,"[1,1,0,0,1,0,0,0]",3,0
"Exp2b",521,"point",60,17,"[1,0,0,1,1,1,0,1]",1,100
"Exp2b",521,"point",40,18,"[0,0,1,1,1,1,0,0]",2,0
"Exp2b",522,"point",40,1,"[0,1,0,0,0,1,1,1]",3,0
"Exp2b",522,"point",40,2,"[0,0,1,1,0,0,0,1]",1,0
"Exp2b",522,"point",60,3,"[0,0,0,1,1,0,1,0]",1,100
"Exp2b",522,"point",60,4,"[0,1,0,0,0,0,0,0]",6,100
"Exp2b",522,"point",40,5,"[0,0,1,0,1,1,0,1]",1,0
"Exp2b",522,"point",60,6,"[1,1,1,1,0,1,0,0]",2,100
"Exp2b",522,"point",60,7,"[0,1,1,1,0,0,1,0]",1,100
"Exp2b",522,"point",40,8,"[1,1,0,0,0,1,1,1]",3,0
"Exp2b",522,"point",40,9,"[0,1,1,0,0,0,0,1]",1,0
"Exp2b",522,"point",40,10,"[0,0,1,0,0,0,1,1]",2,0
"Exp2b",522,"point",60,11,"[0,0,0,0,0,0,1,0]",1,100
"Exp2b",522,"point",60,12,"[0,1,1,0,1,0,0,0]",3,100
"Exp2b",522,"point",60,13,"[1,0,0,1,0,1,0,0]",2,100
"Exp2b",522,"point",60,14,"[0,0,0,1,1,0,0,0]",3,100
"Exp2b",522,"point",60,15,"[0,1,0,0,0,0,1,0]",1,100
"Exp2b",522,"point",40,16,"[1,0,0,1,0,0,1,1]",2,0
"Exp2b",522,"point",60,17,"[0,0,0,0,0,1,0,0]",2,100
"Exp2b",522,"point",60,18,"[0,0,0,1,0,1,1,0]",1,100
"Exp2b",523,"point",60,1,"[1,1,0,0,1,0,0,0]",3,0
"Exp2b",523,"point",60,2,"[0,0,1,0,0,0,1,0]",1,0
"Exp2b",523,"point",60,3,"[1,0,0,0,0,0,0,0]",7,0
"Exp2b",523,"point",40,4,"[0,1,1,1,0,1,1,1]",3,0
"Exp2b",523,"point",60,5,"[1,0,0,1,1,1,1,0]",1,100
"Exp2b",523,"point",40,6,"[0,0,0,1,1,1,1,1]",5,0
"Exp2b",523,"point",60,7,"[0,1,1,0,1,0,0,0]",3,100
"Exp2b",523,"point",60,8,"[1,1,0,1,0,1,0,0]",2,100
"Exp2b",523,"point",60,9,"[0,0,1,0,1,0,0,0]",3,0
"Exp2b",523,"point",60,10,"[0,0,1,1,0,1,0,0]",2,0
"Exp2b",523,"point",60,11,"[0,1,0,0,1,0,0,0]",3,0
"Exp2b",523,"point",60,12,"[0,0,1,0,1,1,1,0]",1,100
"Exp2b",523,"point",60,13,"[0,1,0,1,1,1,0,0]",2,100
"Exp2b",523,"point",40,14,"[1,0,0,0,1,0,0,1]",1,100
"Exp2b",523,"point",60,15,"[1,1,0,0,1,0,1,0]",1,100
"Exp2b",523,"point",60,16,"[0,0,0,1,0,1,1,0]",1,100
"Exp2b",523,"point",60,17,"[1,0,0,0,0,1,1,0]",1,0
"Exp2b",523,"point",40,18,"[1,0,0,1,0,1,1,1]",3,0
"Exp2b",524,"point",40,1,"[0,0,0,1,0,0,1,1]",2,0
"Exp2b",524,"point",60,2,"[0,1,1,1,0,1,0,0]",2,100
"Exp2b",524,"point",60,3,"[1,1,1,1,1,0,0,0]",3,100
"Exp2b",524,"point",40,4,"[0,1,0,0,0,0,1,1]",2,0
"Exp2b",524,"point",40,5,"[0,0,1,1,0,0,1,1]",2,0
"Exp2b",524,"point",40,6,"[0,0,0,0,0,1,1,1]",3,0
"Exp2b",524,"point",40,7,"[1,1,1,0,0,1,1,1]",3,0
"Exp2b",524,"point",60,8,"[1,0,1,1,1,1,0,0]",2,100
"Exp2b",524,"point",40,9,"[0,0,1,0,0,1,1,1]",3,0
"Exp2b",524,"point",40,10,"[1,0,1,0,1,0,1,1]",2,0
"Exp2b",524,"point",60,11,"[0,1,1,0,0,0,0,0]",5,0
"Exp2b",524,"point",60,12,"[1,1,0,0,0,0,0,0]",6,0
"Exp2b",524,"point",60,13,"[0,0,0,0,0,1,0,0]",2,0
"Exp2b",524,"point",60,14,"[0,1,0,1,1,0,0,0]",3,100
"Exp2b",524,"point",40,15,"[1,0,0,0,0,1,0,1]",1,0
"Exp2b",524,"point",40,16,"[1,1,1,1,0,1,1,1]",3,0
"Exp2b",524,"point",60,17,"[1,1,0,1,0,1,1,0]",1,100
"Exp2b",524,"point",60,18,"[1,0,0,1,0,1,1,0]",1,100
"Exp2b",525,"point",60,1,"[1,1,0,1,0,1,0,1]",1,100
"Exp2b",525,"point",40,2,"[1,0,0,1,0,1,0,0]",2,0
"Exp2b",525,"point",60,3,"[0,1,0,1,0,0,1,1]",2,0
"Exp2b",525,"point",60,4,"[0,1,0,0,1,0,0,1]",1,100
"Exp2b",525,"point",60,5,"[1,0,1,0,1,1,1,1]",4,100
"Exp2b",525,"point",60,6,"[1,1,1,1,0,1,0,1]",1,0
"Exp2b",525,"point",40,7,"[1,0,0,0,1,1,1,0]",1,0
"Exp2b",525,"point",60,8,"[0,1,0,1,0,0,0,1]",1,0
"Exp2b",525,"point",60,9,"[0,1,1,1,1,0,1,1]",2,100
"Exp2b",525,"point",40,10,"[1,0,1,1,1,0,1,0]",1,0
"Exp2b",525,"point",40,11,"[0,1,1,1,1,1,1,0]",1,100
"Exp2b",525,"point",40,12,"[0,1,0,0,1,1,1,0]",1,0
"Exp2b",525,"point",60,13,"[1,0,0,0,1,1,1,1]",4,0
"Exp2b",525,"point",60,14,"[0,1,1,0,1,1,1,1]",4,100
"Exp2b",525,"point",40,15,"[0,0,1,1,0,0,0,0]",4,0
"Exp2b",525,"point",40,16,"[1,0,1,1,1,1,1,0]",1,0
"Exp2b",525,"point",40,17,"[1,1,1,1,0,1,1,0]",1,100
"Exp2b",525,"point",60,18,"[1,0,1,0,0,1,1,1]",3,0
"Exp2b",526,"point",60,1,"[1,0,1,1,1,1,0,1]",1,0
"Exp2b",526,"point",40,2,"[1,1,1,1,1,0,0,0]",3,0
"Exp2b",526,"point",40,3,"[1,1,1,1,0,1,0,0]",2,0
"Exp2b",526,"point",60,4,"[0,1,1,1,1,0,0,1]",1,100
"Exp2b",526,"point",40,5,"[1,0,1,1,0,0,1,0]",1,0
"Exp2b",526,"point",40,6,"[1,1,1,0,0,0,0,0]",5,0
"Exp2b",526,"point",40,7,"[0,1,1,1,1,1,0,0]",2,0
"Exp2b",526,"point",60,8,"[0,1,1,1,0,1,0,1]",1,100
"Exp2b",526,"point",40,9,"[0,1,0,1,1,1,1,0]",1,0
"Exp2b",526,"point",60,10,"[0,1,1,1,1,1,1,1]",7,100
"Exp2b",526,"point",40,11,"[1,0,0,0,0,1,1,0]",1,0
"Exp2b",526,"point",60,12,"[1,1,1,0,1,1,0,1]",1,100
"Exp2b",526,"point",60,13,"[0,1,1,1,1,1,0,1]",1,100
"Exp2b",526,"point",40,14,"[1,0,1,0,0,1,1,0]",1,0
"Exp2b",526,"point",60,15,"[1,1,0,0,1,0,1,1]",2,100
"Exp2b",526,"point",60,16,"[1,1,1,1,0,0,1,1]",2,100
"Exp2b",526,"point",40,17,"[0,1,0,1,1,1,0,0]",2,0
"Exp2b",526,"point",60,18,"[1,0,1,1,1,1,1,1]",6,100
"Exp2b",527,"point",60,1,"[1,1,0,1,1,0,0,0]",3,100
"Exp2b",527,"point",60,2,"[1,0,0,1,0,0,0,0]",4,100
"Exp2b",527,"point",60,3,"[0,1,0,0,1,0,0,0]",3,100
"Exp2b",527,"point",60,4,"[1,1,0,0,1,0,0,0]",3,100
"Exp2b",527,"point",40,5,"[0,0,1,1,1,0,0,1]",1,0
"Exp2b",527,"point",40,6,"[0,1,1,1,0,0,0,1]",1,0
"Exp2b",527,"point",60,7,"[0,0,1,0,1,1,0,0]",2,100
"Exp2b",527,"point",60,8,"[1,1,0,0,0,0,0,0]",6,100
"Exp2b",527,"point",40,9,"[0,1,0,1,1,1,0,1]",1,0
"Exp2b",527,"point",40,10,"[0,0,1,0,0,0,1,1]",2,0
"Exp2b",527,"point",40,11,"[1,0,0,0,0,1,0,1]",1,0
"Exp2b",527,"point",60,12,"[0,0,0,0,0,0,1,0]",1,100
"Exp2b",527,"point",60,13,"[1,0,1,0,0,1,1,0]",1,100
"Exp2b",527,"point",60,14,"[0,1,0,1,0,0,0,0]",4,100
"Exp2b",527,"point",60,15,"[0,1,1,1,1,0,1,0]",1,100
"Exp2b",527,"point",60,16,"[1,0,1,1,1,1,0,0]",2,100
"Exp2b",527,"point",60,17,"[0,1,0,0,0,1,1,0]",1,100
"Exp2b",527,"point",60,18,"[1,1,0,0,0,0,1,0]",1,100
"Exp2b",528,"point",60,1,"[1,0,0,1,0,0,1,1]",2,100
"Exp2b",528,"point",60,2,"[0,1,1,1,1,1,1,1]",7,100
"Exp2b",528,"point",40,3,"[1,1,0,0,1,1,1,0]",1,0
"Exp2b",528,"point",40,4,"[1,0,0,0,1,0,1,0]",1,0
"Exp2b",528,"point",60,5,"[1,0,1,0,1,0,0,1]",1,100
"Exp2b",528,"point",60,6,"[1,0,1,1,0,1,1,1]",3,100
"Exp2b",528,"point",60,7,"[1,1,1,1,1,0,1,1]",2,100
"Exp2b",528,"point",60,8,"[1,1,1,0,1,0,0,1]",1,100
"Exp2b",528,"point",60,9,"[1,0,0,1,0,1,1,1]",3,100
"Exp2b",528,"point",60,10,"[1,0,1,1,1,0,0,1]",1,100
"Exp2b",528,"point",40,11,"[1,0,1,1,0,0,1,0]",1,0
"Exp2b",528,"point",40,12,"[0,1,0,1,1,1,1,0]",1,0
"Exp2b",528,"point",60,13,"[1,1,1,0,1,0,0,1]",1,100
"Exp2b",528,"point",40,14,"[1,1,1,0,1,0,1,0]",1,0
"Exp2b",528,"point",60,15,"[0,0,1,1,1,1,0,1]",1,100
"Exp2b",528,"point",60,16,"[0,1,1,0,1,1,1,1]",4,100
"Exp2b",528,"point",60,17,"[1,1,0,0,1,1,0,1]",1,100
"Exp2b",528,"point",60,18,"[1,0,0,1,0,1,1,1]",3,100
"Exp2b",529,"point",60,1,"[1,1,0,1,1,0,1,1]",2,0
"Exp2b",529,"point",40,2,"[1,1,1,1,1,1,1,0]",1,0
"Exp2b",529,"point",60,3,"[1,1,1,0,0,0,1,1]",2,100
"Exp2b",529,"point",40,4,"[1,0,0,1,1,1,0,0]",2,0
"Exp2b",529,"point",60,5,"[1,0,1,0,0,1,1,1]",3,0
"Exp2b",529,"point",60,6,"[0,1,1,0,1,0,0,1]",1,0
"Exp2b",529,"point",40,7,"[1,0,0,0,0,1,1,0]",1,0
"Exp2b",529,"point",60,8,"[1,1,0,1,1,1,1,1]",5,0
"Exp2b",529,"point",40,9,"[0,1,0,0,1,0,1,0]",1,0
"Exp2b",529,"point",40,10,"[0,1,0,1,0,0,1,0]",1,0
"Exp2b",529,"point",40,11,"[1,1,1,0,0,1,0,0]",2,0
"Exp2b",529,"point",60,12,"[1,1,1,1,0,0,1,1]",2,0
"Exp2b",529,"point",40,13,"[1,0,0,0,0,0,1,0]",1,0
"Exp2b",529,"point",40,14,"[1,1,0,0,0,0,1,0]",1,0
"Exp2b",529,"point",60,15,"[1,1,1,1,0,1,1,1]",3,0
"Exp2b",529,"point",40,16,"[1,1,0,0,1,1,1,0]",1,0
"Exp2b",529,"point",60,17,"[0,1,1,0,1,0,1,1]",2,0
"Exp2b",529,"point",40,18,"[1,0,1,0,1,0,0,0]",3,0
"Exp2b",530,"point",60,1,"[0,0,1,1,0,0,0,0]",4,100
"Exp2b",530,"point",60,2,"[1,1,0,1,0,1,0,0]",2,0
"Exp2b",530,"point",40,3,"[1,1,1,0,0,1,1,1]",3,0
"Exp2b",530,"point",60,4,"[1,0,1,0,0,1,0,0]",2,0
"Exp2b",530,"point",60,5,"[0,1,0,0,0,0,0,0]",6,100
"Exp2b",530,"point",60,6,"[0,0,1,0,0,0,0,0]",5,0
"Exp2b",530,"point",40,7,"[1,1,1,0,0,0,0,1]",1,100
"Exp2b",530,"point",60,8,"[1,1,1,0,1,0,0,0]",3,0
"Exp2b",530,"point",40,9,"[0,0,1,0,1,1,1,1]",4,100
"Exp2b",530,"point",40,10,"[0,0,0,0,0,0,1,1]",2,0
"Exp2b",530,"point",60,11,"[0,0,0,0,0,0,0,0]",8,100
"Exp2b",530,"point",60,12,"[0,1,0,1,1,0,0,0]",3,0
"Exp2b",530,"point",60,13,"[0,0,1,1,0,0,0,0]",4,100
"Exp2b",530,"point",40,14,"[0,1,0,1,0,0,1,1]",2,100
"Exp2b",530,"point",60,15,"[0,0,1,1,1,1,0,0]",2,100
"Exp2b",530,"point",60,16,"[0,1,0,0,1,0,0,0]",3,0
"Exp2b",530,"point",60,17,"[0,0,0,0,0,1,0,0]",2,100
"Exp2b",530,"point",40,18,"[1,0,0,0,0,0,0,1]",1,100
"Exp2b",531,"point",40,1,"[1,1,1,1,0,0,0,0]",4,0
"Exp2b",531,"point",60,2,"[1,0,1,1,1,1,0,1]",1,0
"Exp2b",531,"point",40,3,"[1,0,0,1,0,1,1,0]",1,0
"Exp2b",531,"point",60,4,"[0,1,1,1,0,0,0,1]",1,100
"Exp2b",531,"point",60,5,"[1,1,1,1,1,0,1,1]",2,0
"Exp2b",531,"point",60,6,"[1,1,1,0,1,1,1,1]",4,0
"Exp2b",531,"point",60,7,"[1,1,0,0,0,0,1,1]",2,100
"Exp2b",531,"point",60,8,"[1,0,1,0,1,1,0,1]",1,100
"Exp2b",531,"point",40,9,"[1,0,1,1,0,0,0,0]",4,0
"Exp2b",531,"point",60,10,"[1,0,1,1,1,1,1,1]",6,0
"Exp2b",531,"point",40,11,"[1,1,1,0,0,0,0,0]",5,0
"Exp2b",531,"point",60,12,"[1,1,1,1,0,1,1,1]",3,0
"Exp2b",531,"point",60,13,"[0,1,1,1,0,0,0,1]",1,100
"Exp2b",531,"point",40,14,"[0,0,1,0,1,1,1,0]",1,0
"Exp2b",531,"point",60,15,"[0,1,0,1,1,0,1,1]",2,0
"Exp2b",531,"point",60,16,"[0,0,1,1,0,1,0,1]",1,100
"Exp2b",531,"point",60,17,"[0,1,1,0,0,1,0,1]",1,100
"Exp2b",531,"point",60,18,"[1,1,1,0,0,1,0,1]",1,0
"Exp2b",532,"point",40,1,"[0,0,0,1,0,0,1,1]",2,0
"Exp2b",532,"point",40,2,"[1,0,0,0,0,0,0,1]",1,0
"Exp2b",532,"point",40,3,"[1,0,1,0,1,1,1,1]",4,0
"Exp2b",532,"point",60,4,"[1,1,1,1,0,0,1,0]",1,0
"Exp2b",532,"point",60,5,"[0,1,1,1,0,1,0,0]",2,100
"Exp2b",532,"point",60,6,"[1,0,0,1,0,1,0,0]",2,100
"Exp2b",532,"point",60,7,"[1,0,1,0,1,1,0,0]",2,0
"Exp2b",532,"point",60,8,"[1,0,1,0,1,0,1,0]",1,100
"Exp2b",532,"point",60,9,"[0,0,1,1,0,0,0,0]",4,100
"Exp2b",532,"point",60,10,"[0,0,0,1,0,0,0,0]",4,100
"Exp2b",532,"point",60,11,"[0,0,1,0,0,0,0,0]",5,0
"Exp2b",532,"point",60,12,"[0,1,0,1,0,0,1,0]",1,100
"Exp2b",532,"point",60,13,"[0,1,0,1,0,0,0,0]",4,0
"Exp2b",532,"point",60,14,"[0,1,1,1,0,0,0,0]",4,100
"Exp2b",532,"point",60,15,"[0,0,0,0,1,0,1,0]",1,100
"Exp2b",532,"point",40,16,"[0,0,0,0,0,1,1,1]",3,0
"Exp2b",532,"point",40,17,"[1,0,0,0,0,0,1,1]",2,0
"Exp2b",532,"point",60,18,"[0,0,0,1,1,1,1,0]",1,0
"Exp2b",533,"point",60,1,"[0,1,1,0,1,0,0,0]",3,100
"Exp2b",533,"point",60,2,"[1,0,1,0,1,0,0,0]",3,100
"Exp2b",533,"point",60,3,"[0,0,0,1,1,0,0,0]",3,100
"Exp2b",533,"point",60,4,"[1,0,0,0,1,1,0,0]",2,100
"Exp2b",533,"point",40,5,"[1,0,1,0,0,1,0,1]",1,0
"Exp2b",533,"point",60,6,"[0,1,0,0,0,1,0,0]",2,100
"Exp2b",533,"point",40,7,"[0,0,0,0,0,1,0,1]",1,0
"Exp2b",533,"point",60,8,"[0,1,1,1,0,0,1,0]",1,100
"Exp2b",533,"point",60,9,"[0,0,1,0,0,1,0,0]",2,100
"Exp2b",533,"point",60,10,"[0,1,1,0,0,0,0,0]",5,100
"Exp2b",533,"point",40,11,"[0,0,0,0,0,1,0,1]",1,0
"Exp2b",533,"point",60,12,"[0,0,0,0,0,0,0,0]",8,100
"Exp2b",533,"point",40,13,"[0,0,0,0,0,0,0,1]",1,0
"Exp2b",533,"point",40,14,"[0,0,1,1,0,1,1,1]",3,0
"Exp2b",533,"point",60,15,"[0,0,0,0,1,1,1,0]",1,100
"Exp2b",533,"point",60,16,"[1,0,0,0,0,1,0,0]",2,100
"Exp2b",533,"point",40,17,"[0,1,0,1,0,0,0,1]",1,0
"Exp2b",533,"point",60,18,"[1,0,1,0,1,0,0,0]",3,100
"Exp2b",534,"point",60,1,"[1,1,0,1,0,1,1,1]",3,0
"Exp2b",534,"point",40,2,"[0,0,0,1,1,1,0,0]",2,0
"Exp2b",534,"point",60,3,"[0,1,0,0,0,0,0,1]",1,100
"Exp2b",534,"point",60,4,"[1,1,1,1,0,1,0,1]",1,0
"Exp2b",534,"point",60,5,"[1,1,1,0,1,1,1,1]",4,0
"Exp2b",534,"point",40,6,"[0,1,1,1,1,1,0,0]",2,100
"Exp2b",534,"point",60,7,"[0,1,1,1,1,1,1,1]",7,0
"Exp2b",534,"point",60,8,"[1,1,1,0,0,1,1,1]",3,0
"Exp2b",534,"point",40,9,"[1,0,1,1,1,0,1,0]",1,0
"Exp2b",534,"point",40,10,"[0,0,0,1,1,1,0,0]",2,0
"Exp2b",534,"point",40,11,"[1,1,1,0,1,1,1,0]",1,100
"Exp2b",534,"point",60,12,"[0,1,1,1,1,1,1,1]",7,0
"Exp2b",534,"point",60,13,"[0,0,1,1,1,1,1,1]",6,0
"Exp2b",534,"point",60,14,"[1,1,1,0,0,1,0,1]",1,100
"Exp2b",534,"point",40,15,"[0,0,1,1,0,1,1,0]",1,0
"Exp2b",534,"point",60,16,"[1,0,0,0,0,1,1,1]",3,100
"Exp2b",534,"point",60,17,"[0,0,1,1,1,1,1,1]",6,0
"Exp2b",534,"point",40,18,"[1,0,1,0,1,0,1,0]",1,0
"Exp2b",535,"point",60,1,"[0,0,0,0,0,0,0,0]",8,100
"Exp2b",535,"point",40,2,"[0,0,0,0,0,0,0,1]",1,100
"Exp2b",535,"point",60,3,"[0,1,0,1,0,1,1,0]",1,100
"Exp2b",535,"point",40,4,"[0,1,0,0,1,1,0,1]",1,100
"Exp2b",535,"point",60,5,"[1,1,0,0,1,1,0,0]",2,0
"Exp2b",535,"point",60,6,"[1,0,0,1,1,0,0,0]",3,0
"Exp2b",535,"point",40,7,"[0,1,1,0,0,0,1,1]",2,0
"Exp2b",535,"point",40,8,"[0,1,0,0,1,0,1,1]",2,0
"Exp2b",535,"point",60,9,"[1,1,0,0,0,0,0,0]",6,100
"Exp2b",535,"point",60,10,"[1,0,0,0,0,1,0,0]",2,0
"Exp2b",535,"point",60,11,"[1,1,0,1,0,0,0,0]",4,0
"Exp2b",535,"point",40,12,"[1,0,0,1,0,0,0,1]",1,0
"Exp2b",535,"point",40,13,"[1,0,1,0,0,0,1,1]",2,0
"Exp2b",535,"point",60,14,"[0,1,0,1,0,1,0,0]",2,100
"Exp2b",535,"point",60,15,"[0,0,1,1,1,0,0,0]",3,100
"Exp2b",535,"point",60,16,"[0,0,0,0,0,1,1,0]",1,0
"Exp2b",535,"point",40,17,"[1,0,0,0,0,1,0,1]",1,0
"Exp2b",535,"point",40,18,"[1,0,0,0,0,0,1,1]",2,0
"Exp2b",536,"point",60,1,"[0,1,0,1,1,0,0,1]",1,0
"Exp2b",536,"point",60,2,"[1,1,1,1,1,1,0,1]",1,100
"Exp2b",536,"point",60,3,"[1,0,1,0,1,0,1,1]",2,0
"Exp2b",536,"point",40,4,"[1,1,0,1,1,0,0,0]",3,0
"Exp2b",536,"point",60,5,"[0,1,0,1,1,1,1,1]",5,0
"Exp2b",536,"point",60,6,"[1,0,0,1,1,0,1,1]",2,0
"Exp2b",536,"point",40,7,"[1,1,1,1,1,1,0,0]",2,0
"Exp2b",536,"point",60,8,"[0,0,0,1,1,0,1,1]",2,100
"Exp2b",536,"point",40,9,"[1,0,1,0,1,1,0,0]",2,0
"Exp2b",536,"point",40,10,"[1,1,1,1,1,0,1,0]",1,100
"Exp2b",536,"point",60,11,"[1,1,1,0,0,1,1,1]",3,0
"Exp2b",536,"point",60,12,"[1,1,1,1,1,0,1,1]",2,100
"Exp2b",536,"point",60,13,"[0,1,0,1,0,1,0,1]",1,0
"Exp2b",536,"point",60,14,"[0,1,0,1,1,1,1,1]",5,0
"Exp2b",536,"point",60,15,"[0,1,0,1,0,1,0,1]",1,0
"Exp2b",536,"point",60,16,"[0,0,0,0,1,1,1,1]",4,0
"Exp2b",536,"point",40,17,"[0,1,1,1,1,0,1,0]",1,0
"Exp2b",536,"point",60,18,"[0,0,1,0,1,1,1,1]",4,0
"Exp2b",537,"point",60,1,"[0,1,0,1,0,0,1,0]",1,100
"Exp2b",537,"point",60,2,"[1,0,1,1,1,0,0,0]",3,100
"Exp2b",537,"point",40,3,"[0,1,0,1,1,1,0,1]",1,0
"Exp2b",537,"point",40,4,"[0,0,0,1,0,1,0,1]",1,0
"Exp2b",537,"point",60,5,"[1,1,0,1,1,0,0,0]",3,100
"Exp2b",537,"point",60,6,"[0,1,1,0,1,1,1,0]",1,100
"Exp2b",537,"point",40,7,"[0,0,0,0,1,0,1,1]",2,0
"Exp2b",537,"point",40,8,"[0,0,0,0,0,0,0,1]",1,100
"Exp2b",537,"point",60,9,"[0,1,1,1,0,1,0,0]",2,100
"Exp2b",537,"point",60,10,"[0,0,0,1,0,0,1,0]",1,100
"Exp2b",537,"point",40,11,"[0,1,0,1,1,0,0,1]",1,0
"Exp2b",537,"point",60,12,"[0,0,1,1,0,1,0,0]",2,100
"Exp2b",537,"point",60,13,"[0,1,0,0,0,1,0,0]",2,100
"Exp2b",537,"point",60,14,"[0,1,1,1,0,1,1,0]",1,100
"Exp2b",537,"point",60,15,"[0,0,0,1,1,0,1,0]",1,100
"Exp2b",537,"point",40,16,"[0,0,1,0,0,1,0,1]",1,0
"Exp2b",537,"point",60,17,"[1,0,0,1,1,1,0,0]",2,100
"Exp2b",537,"point",60,18,"[0,1,0,0,1,1,0,0]",2,100
"Exp2b",538,"point",40,1,"[1,1,1,0,1,1,1,0]",1,0
"Exp2b",538,"point",40,2,"[0,0,1,1,1,1,1,0]",1,0
